ssid;bssid;channel;RSSI;security;hidden;time
b'AAU';b'<Q\x0e\tD\xc6';1;-71;0;1;1668164923
b'yeahnet';b'\x00\x90L_\x00*';5;-58;0;6;1668164923
b'AAU-1x';b'<Q\x0e\tQ ';6;-62;5;2;1668164923
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-61;0;3;1668164923
b'AAU-1-DAY';b'<Q\x0e\tQ!';6;-65;5;1;1668164923
b'AAU-CONF-1';b'<Q\x0e\tQ"';6;-62;5;2;1668164923
b'eduroam';b'<Q\x0e\tQ$';6;-62;5;2;1668164923
b'AAU-1x';b'l1\x0e\xf3S\x80';11;-57;5;2;1668164923
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';11;-55;5;2;1668164923
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';11;-57;5;2;1668164923
b'eduroam';b'l1\x0e\xf3S\x84';11;-55;5;2;1668164923
b'AAU';b'l1\x0e\xf3S\x86';11;-57;0;2;1668164923
b'Jakobs Samsung';b'*\x7f\x10F\\\xad';11;-60;5;2;1668164923
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-66;5;1;1668164924
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-66;5;1;1668164924
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-66;5;1;1668164924
b'eduroam';b'<Q\x0e.\x05\xe4';1;-67;5;1;1668164924
b'AAU';b'<Q\x0e.\x05\xe6';1;-66;0;1;1668164924
b'AAU-1x';b'<Q\x0e\tD\xc0';1;-65;5;2;1668164924
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-75;7;3;1668164924
b'AAU-1-DAY';b'<Q\x0e\tD\xc1';1;-67;5;2;1668164924
b'eduroam';b'<Q\x0e\tD\xc4';1;-67;5;2;1668164924
b'';b'<Q\x0e\tD\xc5';1;-65;0;1;1668164924
b'AAU-CONF-1';b'<Q\x0e\tD\xc2';1;-67;5;1;1668164924
b'AAU';b'<Q\x0e\tD\xc6';1;-67;0;2;1668164924
b'yeahnet';b'\x00\x90L_\x00*';5;-62;0;7;1668164924
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-52;0;5;1668164924
b'AAU-CONF-1';b'<Q\x0e\tQ"';6;-63;5;2;1668164924
b'AAU-1x';b'<Q\x0e\tQ ';6;-58;5;1;1668164924
b'AAU-1-DAY';b'<Q\x0e\tQ!';6;-60;5;1;1668164924
b'eduroam';b'<Q\x0e\tQ$';6;-59;5;2;1668164924
b'';b'<Q\x0e\tQ%';6;-62;0;1;1668164924
b'AAU';b'<Q\x0e\tQ&';6;-60;0;2;1668164924
b'Jakobs Samsung';b'*\x7f\x10F\\\xad';11;-57;5;4;1668164924
b'AAU-1x';b'l1\x0e\xf3S\x80';11;-61;5;3;1668164924
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';11;-60;5;3;1668164924
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';11;-59;5;3;1668164924
b'AAU-1x';b'l1\x0e\xe1K`';11;-79;5;3;1668164924
b'eduroam';b'l1\x0e\xf3S\x84';11;-59;5;3;1668164924
b'AAU-1-DAY';b'l1\x0e\xe1Ka';11;-81;5;3;1668164924
b'AAU-CONF-1';b'l1\x0e\xe1Kb';11;-81;5;2;1668164924
b'eduroam';b'l1\x0e\xe1Kd';11;-81;5;2;1668164924
b'AAU';b'l1\x0e\xf3S\x86';11;-60;0;2;1668164924
b'AAU';b'l1\x0e\xe1Kf';11;-80;0;2;1668164924
b'';b'l1\x0e\xe1Kg';11;-86;5;1;1668164924
